Time,bcglpid01,bcglpiw01,bcocpl01,bcocpl02,bcocpl41,bcocpl42,bcpxkv01,bcpxkv02,bcpxkv03,bcrepo01
2022-01-09T18:00:00+07:00,0,0,0,0.015,0,0,0,0,0.015,0.065
2022-01-09T18:20:00+07:00,0,0,0,0.015,0,0,0.0175,0,0.0275,0.015
2022-01-09T18:40:00+07:00,0.003333333,0,0.01,0,0.005,0,0.0025,0.05,0,0
2022-01-09T19:00:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-09T19:20:00+07:00,0,0,0,0,0,0,0,0,0.01,0
2022-01-09T19:40:00+07:00,0,0,0,0,0,0,0,0,0.0125,0.035
2022-01-09T20:00:00+07:00,0,0.03,0,0,0,0,0,0,0.005,0
2022-01-09T20:20:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-09T20:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.01
2022-01-09T21:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-09T21:20:00+07:00,0,0,0,0,0,0,0.02,0.0025,0.0025,0.04
2022-01-09T21:40:00+07:00,0.001666667,0,0,0,0,0,0,0,0.015,0.005
2022-01-09T22:00:00+07:00,0,0,0,0,0.005,0,0,0,0,0.05
2022-01-09T22:20:00+07:00,0,0,0,0,0,0,0.0125,0,0,0.03
2022-01-09T22:40:00+07:00,0,0,0,0.01,0,0,0.0475,0.0525,0,0
2022-01-09T23:00:00+07:00,0,0,0,0,0,0,0,0,0.0125,0.005
2022-01-09T23:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-09T23:40:00+07:00,0,0,0.015,0,0.005,0,0.0275,0.04,0.0075,0
2022-01-10T00:00:00+07:00,0,0,0.005,0.03,0,0,0.005,0,0,0
2022-01-10T00:20:00+07:00,0,0,0.02,0,0,0,0,0,0.005,0.035
2022-01-10T00:40:00+07:00,0,0,0,0,0,0,0,0,0,0.015
2022-01-10T01:00:00+07:00,0,0.045,0.03,0,0,0,0.1075,0.005,0,0
2022-01-10T01:20:00+07:00,0,0,0,0,0,0,0.0075,0,0,0
2022-01-10T01:40:00+07:00,0,0,0,0,0,0,0,0.0175,0,0.025
2022-01-10T02:00:00+07:00,0,0,0.005,0,0,0,0.005,0,0,0.01
2022-01-10T02:20:00+07:00,0,0,0,0,0.025,0,0.0025,0,0,0.035
2022-01-10T02:40:00+07:00,0,0,0,0,0,0,0,0,0.06,0
2022-01-10T03:00:00+07:00,0,0,0,0,0,0,0.0075,0.005,0,0.01
2022-01-10T03:20:00+07:00,0,0.01,0.01,0,0,0,0,0,0,0.02
2022-01-10T03:40:00+07:00,0,0,0,0,0,0,0.0025,0,0.0175,0
2022-01-10T04:00:00+07:00,0,0,0,0,0,0,0,0,0.01,0.025
2022-01-10T04:20:00+07:00,0,0,0.025,0,0.04,0,0,0,0,0.025
2022-01-10T04:40:00+07:00,0,0,0,0.005,0,0,0.035,0,0.005,0.01
2022-01-10T05:00:00+07:00,0,0,0.025,0,0,0,0.0025,0,0,0.01
2022-01-10T05:20:00+07:00,0,0,0,0,0,0,0.0025,0,0.015,0.035
2022-01-10T05:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.005
2022-01-10T06:00:00+07:00,0,0,0,0,0,0,0.005,0.0025,0,0
2022-01-10T06:20:00+07:00,0,0,0,0,0,0,0.04,0,0.015,0
2022-01-10T06:40:00+07:00,0,0,0,0,0.02,0.03,0,0.005,0,0.03
2022-01-10T07:00:00+07:00,0,0,0.01,0,0,0,0.0025,0.06,0,0.01
2022-01-10T07:20:00+07:00,0.01,0,0,0,0,0,0.01,0,0,0.005
2022-01-10T07:40:00+07:00,0.013333333,0,0,0,0,0,0.0025,0,0,0.025
2022-01-10T08:00:00+07:00,0,0,0,0,0.035,0,0.015,0.03,0,0
2022-01-10T08:20:00+07:00,0,0,0.015,0,0,0,0.0025,0.0075,0,0.03
2022-01-10T08:40:00+07:00,0,0,0,0,0,0,0,0,0,0.185
2022-01-10T09:00:00+07:00,0,0,0,0,0,0,0,0.0025,0,0
2022-01-10T09:20:00+07:00,0,0,0.015,0,0,0,0,0.0175,0,0
2022-01-10T09:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0
2022-01-10T10:00:00+07:00,0,0,0,0,0,0,0.0125,0.0075,0.01,0.18
2022-01-10T10:20:00+07:00,0,0,0,0,0,0,0.0025,0.0025,0,0.12
2022-01-10T10:40:00+07:00,0,0,0,0,0.02,0,0,0,0,0.015
2022-01-10T11:00:00+07:00,0,0,0,0,0,0,0,0,0.05,0.04
2022-01-10T11:20:00+07:00,0,0,0.01,0,0,0,0,0,0,0
2022-01-10T11:40:00+07:00,0,0,0,0,0.01,0,0,0,0.005,0.05
2022-01-10T12:00:00+07:00,0,0,0.005,0,0,0,0,0,0.025,0
2022-01-10T12:20:00+07:00,0,0,0.02,0,0.055,0,0,0.0025,0.0175,0.04
2022-01-10T12:40:00+07:00,0,0,0,0,0,0,0,0,0,0.07
2022-01-10T13:00:00+07:00,0,0,0,0,0,0,0,0,0.0025,0
2022-01-10T13:20:00+07:00,0,0,0,0,0.04,0,0.0025,0,0.0025,0.03
2022-01-10T13:40:00+07:00,0,0,0,0,0,0,0.0475,0,0,0.025
2022-01-10T14:00:00+07:00,0,0,0,0,0,0,0,0,0,0.01
2022-01-10T14:20:00+07:00,0,0,0.03,0,0,0,0,0.005,0,0.015
2022-01-10T14:40:00+07:00,0,0,0,0,0,0,0.0075,0.005,0,0.01
2022-01-10T15:00:00+07:00,0,0,0.01,0,0,0,0,0,0,0
2022-01-10T15:20:00+07:00,0,0,0,0,0,0,0.015,0.0475,0,0.005
2022-01-10T15:40:00+07:00,0,0,0,0,0,0,0,0,0,0.2
2022-01-10T16:00:00+07:00,0,0,0,0,0,0,0,0,0.005,0.02
2022-01-10T16:20:00+07:00,0,0,0,0,0,0,0.0275,0.0475,0,0.035
2022-01-10T16:40:00+07:00,0,0,0,0,0,0,0.01,0,0,0
2022-01-10T17:00:00+07:00,0,0,0,0,0,0,0,0.0575,0.0025,0.025
2022-01-10T17:20:00+07:00,0,0,0,0,0,0,0.0125,0,0,0.015
2022-01-10T17:40:00+07:00,0,0,0,0,0,0,0,0,0,0.025
2022-01-10T18:00:00+07:00,0,0.01,0.025,0,0,0,0,0,0.0125,0
2022-01-10T18:20:00+07:00,0,0,0.015,0,0,0,0.0025,0,0,0.005
2022-01-10T18:40:00+07:00,0,0,0,0,0,0,0.0075,0,0,0.01
2022-01-10T19:00:00+07:00,0,0,0,0,0,0,0,0.0075,0,0.035
2022-01-10T19:20:00+07:00,0,0,0,0,0.02,0,0,0.02,0.025,0
2022-01-10T19:40:00+07:00,0,0,0,0.01,0,0.01,0,0.005,0,0.07
2022-01-10T20:00:00+07:00,0,0,0,0,0,0,0,0.0025,0,0
2022-01-10T20:20:00+07:00,0,0,0,0,0,0,0,0,0.01,0
2022-01-10T20:40:00+07:00,0,0,0,0,0,0,0,0,0.0325,0.015
2022-01-10T21:00:00+07:00,0,0,0,0,0,0,0,0.0125,0,0
2022-01-10T21:20:00+07:00,0,0,0,0,0,0,0.0075,0,0.0025,0.03
2022-01-10T21:40:00+07:00,0,0,0,0,0,0,0,0,0.01,0.005
2022-01-10T22:00:00+07:00,0,0,0,0,0,0,0.015,0,0,0.035
2022-01-10T22:20:00+07:00,0,0,0,0,0.015,0,0,0.0025,0,0.03
2022-01-10T22:40:00+07:00,0,0,0.005,0,0,0,0,0.0075,0,0.005
2022-01-10T23:00:00+07:00,0,0,0,0,0.005,0,0,0,0,0.05
2022-01-10T23:20:00+07:00,0,0,0.03,0,0,0,0,0.0025,0,0
2022-01-10T23:40:00+07:00,0,0,0,0,0.01,0,0.0125,0.06,0.01,0.035
2022-01-11T00:00:00+07:00,0,0,0,0,0,0,0,0.0025,0.0025,0
2022-01-11T00:20:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-11T00:40:00+07:00,0,0,0.02,0,0,0,0.04,0.02,0,0.035
2022-01-11T01:00:00+07:00,0,0,0,0,0.01,0,0.005,0,0,0.05
2022-01-11T01:20:00+07:00,0,0,0,0,0.015,0,0,0.0025,0.0375,0.01
2022-01-11T01:40:00+07:00,0,0,0.045,0,0,0,0,0.02,0.0025,0.015
2022-01-11T02:00:00+07:00,0,0.005,0,0,0,0.01,0,0,0,0
2022-01-11T02:20:00+07:00,0,0,0.015,0,0,0,0.0075,0,0.0025,0.025
2022-01-11T02:40:00+07:00,0,0,0,0,0,0,0.04,0.0025,0,0
2022-01-11T03:00:00+07:00,0,0,0,0,0,0,0.0375,0,0.005,0.02
2022-01-11T03:20:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-11T03:40:00+07:00,0.005,0,0,0,0.025,0,0.0075,0.0175,0.03,0.08
2022-01-11T04:00:00+07:00,0,0.065,0,0,0,0,0,0,0.015,0
2022-01-11T04:20:00+07:00,0,0,0,0,0,0,0.0075,0,0,0.02
2022-01-11T04:40:00+07:00,0,0,0,0,0,0,0,0,0.03,0.005
2022-01-11T05:00:00+07:00,0,0,0,0,0,0,0.0025,0,0.01,0
2022-01-11T05:20:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.045
2022-01-11T05:40:00+07:00,0,0,0,0,0,0,0.01,0,0,0.025
2022-01-11T06:00:00+07:00,0,0.01,0,0,0.025,0.02,0.01,0.005,0,0.045
2022-01-11T06:20:00+07:00,0,0,0,0,0,0,0,0,0,0.025
2022-01-11T06:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0
2022-01-11T07:00:00+07:00,0,0,0,0.005,0,0,0,0.0125,0.015,0.005
2022-01-11T07:20:00+07:00,0,0,0,0,0,0,0.0125,0,0.0075,0
2022-01-11T07:40:00+07:00,0,0,0.02,0,0,0,0,0.0025,0,0.03
2022-01-11T08:00:00+07:00,0,0,0.01,0.005,0.005,0,0.0025,0.0525,0,0
2022-01-11T08:20:00+07:00,0,0,0.005,0,0,0,0.015,0,0,0.035
2022-01-11T08:40:00+07:00,0,0,0,0,0,0,0.01,0,0.0025,0
2022-01-11T09:00:00+07:00,0,0,0,0,0.01,0,0.08,0.025,0.04,0.06
2022-01-11T09:20:00+07:00,0,0,0,0,0,0,0.0475,0.0025,0.0175,0.025
2022-01-11T09:40:00+07:00,0,0,0,0.02,0,0,0.005,0,0,0.04
2022-01-11T10:00:00+07:00,0,0,0,0,0.07,0.005,0,0,0,0.005
2022-01-11T10:20:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-11T10:40:00+07:00,0.006666667,0,0,0,0,0,0,0.0125,0,0.01
2022-01-11T11:00:00+07:00,0,0,0,0,0,0,0,0.04,0.0175,0.02
2022-01-11T11:20:00+07:00,0,0,0,0,0.01,0,0,0,0,0
2022-01-11T11:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.035
2022-01-11T12:00:00+07:00,0,0,0.035,0,0.005,0,0,0,0.05,0.035
2022-01-11T12:20:00+07:00,0,0,0,0,0,0,0,0,0,0.02
2022-01-11T12:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0
2022-01-11T13:00:00+07:00,0,0,0,0,0,0.02,0,0,0.015,0
2022-01-11T13:20:00+07:00,0,0,0,0,0.005,0,0.0025,0,0.0375,0.005
2022-01-11T13:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.005
2022-01-11T14:00:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-11T14:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-11T14:40:00+07:00,0,0,0.03,0,0,0,0.0025,0,0,0
2022-01-11T15:00:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.01
2022-01-11T15:20:00+07:00,0,0,0.005,0,0,0,0.0025,0.0025,0,0.085
2022-01-11T15:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-11T16:00:00+07:00,0,0,0,0,0.035,0,0.005,0.01,0,0
2022-01-11T16:20:00+07:00,0,0,0.035,0,0.01,0,0.005,0.06,0,0.085
2022-01-11T16:40:00+07:00,0,0,0,0.01,0,0,0.0075,0,0,0
2022-01-11T17:00:00+07:00,0,0,0,0,0,0,0.02,0,0.0075,0
2022-01-11T17:20:00+07:00,0,0,0,0,0,0.015,0.0275,0,0,0
2022-01-11T17:40:00+07:00,0.005,0,0,0,0,0,0.0125,0.005,0.01,0
2022-01-11T18:00:00+07:00,0,0,0,0,0,0,0,0,0.01,0
2022-01-11T18:20:00+07:00,0,0,0,0,0,0,0.0075,0,0,0
2022-01-11T18:40:00+07:00,0,0,0,0,0,0,0.07,0,0,0.005
2022-01-11T19:00:00+07:00,0,0,0,0,0,0,0,0,0.0375,0.055
2022-01-11T19:20:00+07:00,0,0,0,0,0,0,0,0,0,0.035
2022-01-11T19:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.005
2022-01-11T20:00:00+07:00,0,0.01,0,0,0.005,0,0.0025,0,0.0375,0.005
2022-01-11T20:20:00+07:00,0,0,0.005,0,0,0,0,0,0.0525,0
2022-01-11T20:40:00+07:00,0,0,0.02,0,0,0,0.0375,0,0,0.005
2022-01-11T21:00:00+07:00,0,0,0,0,0.04,0,0,0.01,0,0
2022-01-11T21:20:00+07:00,0,0,0.03,0,0,0,0,0,0.025,0.02
2022-01-11T21:40:00+07:00,0,0,0.03,0.005,0.02,0,0,0,0.015,0
2022-01-11T22:00:00+07:00,0,0,0,0,0.03,0.005,0,0,0,0.025
2022-01-11T22:20:00+07:00,0,0,0,0.025,0,0,0.0075,0,0.0175,0
2022-01-11T22:40:00+07:00,0,0,0,0,0,0,0.005,0,0.02,0.065
2022-01-11T23:00:00+07:00,0.008333333,0,0,0,0.025,0,0,0,0.005,0.025
2022-01-11T23:20:00+07:00,0,0,0.045,0,0,0,0.0025,0.0025,0,0.005
2022-01-11T23:40:00+07:00,0,0,0.01,0,0,0,0.02,0,0,0
2022-01-12T00:00:00+07:00,0,0,0,0,0,0.03,0,0,0.0175,0
2022-01-12T00:20:00+07:00,0.001666667,0.035,0.015,0,0,0.065,0,0.0275,0,0
2022-01-12T00:40:00+07:00,0,0,0,0,0,0,0.015,0.0475,0,0.015
2022-01-12T01:00:00+07:00,0,0,0.03,0,0,0,0,0,0,0.005
2022-01-12T01:20:00+07:00,0,0,0,0,0.01,0,0,0,0,0
2022-01-12T01:40:00+07:00,0,0,0,0,0,0,0.04,0,0,0
2022-01-12T02:00:00+07:00,0,0,0.005,0,0,0,0.0325,0,0,0
2022-01-12T02:20:00+07:00,0,0,0,0.38,0,0,0,0.01,0,0.035
2022-01-12T02:40:00+07:00,0,0,0.005,0,0,0,0,0,0,0.025
2022-01-12T03:00:00+07:00,0,0,0.005,0,0,0,0.005,0.045,0.0125,0.035
2022-01-12T03:20:00+07:00,0.011666667,0,0,0,0,0.01,0.025,0,0.0025,0.15
2022-01-12T03:40:00+07:00,0,0,0,0,0,0,0.0025,0,0.0025,0
2022-01-12T04:00:00+07:00,0.006666667,0,0,0,0,0,0.0375,0,0,0.025
2022-01-12T04:20:00+07:00,0,0,0,0,0.005,0,0,0,0,0.005
2022-01-12T04:40:00+07:00,0,0,0.005,0,0.02,0,0.02,0,0.07,0.05
2022-01-12T05:00:00+07:00,0,0,0,0,0,0,0,0,0,0.015
2022-01-12T05:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-12T05:40:00+07:00,0,0,0,0,0,0,0,0,0.0175,0
2022-01-12T06:00:00+07:00,0,0,0.005,0,0.11,0,0.0125,0.01,0.02,0.01
2022-01-12T06:20:00+07:00,0.006666667,0,0,0,0.045,0,0.005,0.0375,0.0075,0.005
2022-01-12T06:40:00+07:00,0,0,0,0,0,0,0,0,0.01,0
2022-01-12T07:00:00+07:00,0,0,0,0,0.005,0,0.0075,0.0175,0.0175,0.05
2022-01-12T07:20:00+07:00,0,0,0,0,0.005,0,0,0,0.0025,0
2022-01-12T07:40:00+07:00,0,0,0,0,0,0,0,0.0075,0.015,0.01
2022-01-12T08:00:00+07:00,0.01,0,0,0,0,0,0,0,0.0125,0.01
2022-01-12T08:20:00+07:00,0,0,0.03,0,0,0.005,0,0.02,0,0.055
2022-01-12T08:40:00+07:00,0,0,0,0,0,0.03,0,0.015,0.005,0
2022-01-12T09:00:00+07:00,0,0,0,0,0,0,0.005,0.025,0.02,0.025
2022-01-12T09:20:00+07:00,0,0,0.005,0,0,0,0.0075,0,0,0.145
2022-01-12T09:40:00+07:00,0,0,0.01,0,0,0,0,0,0.0025,0.055
2022-01-12T10:00:00+07:00,0,0,0,0,0,0,0.0775,0.0025,0,0
2022-01-12T10:20:00+07:00,0,0,0.03,0,0,0,0.0125,0,0,0.005
2022-01-12T10:40:00+07:00,0,0,0.005,0,0.03,0,0,0.105,0.02,0.01
2022-01-12T11:00:00+07:00,0,0,0.015,0,0.005,0,0,0,0.0125,0.17
2022-01-12T11:20:00+07:00,0,0,0,0.02,0,0,0.0075,0,0,0
2022-01-12T11:40:00+07:00,0,0,0,0,0,0,0,0.005,0.005,0.005
2022-01-12T12:00:00+07:00,0,0,0.02,0,0,0,0,0,0,0
2022-01-12T12:20:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.065
2022-01-12T12:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.045
2022-01-12T13:00:00+07:00,0,0,0,0,0.005,0,0,0.0025,0.02,0
2022-01-12T13:20:00+07:00,0,0,0.005,0,0.03,0,0,0,0,0.01
2022-01-12T13:40:00+07:00,0,0,0,0,0,0,0.005,0.0325,0.005,0.01
2022-01-12T14:00:00+07:00,0,0,0,0,0,0,0,0,0.0525,0.015
2022-01-12T14:20:00+07:00,0,0,0,0,0.01,0,0.0375,0,0.0175,0.065
2022-01-12T14:40:00+07:00,0,0,0,0,0,0,0.0025,0.05,0,0
2022-01-12T15:00:00+07:00,0,0.005,0,0,0,0,0.0025,0,0.01,0.045
2022-01-12T15:20:00+07:00,0,0,0,0,0,0,0.005,0.015,0.015,0
2022-01-12T15:40:00+07:00,0,0,0,0,0,0,0.035,0,0,0.05
2022-01-12T16:00:00+07:00,0,0,0,0,0,0,0,0.005,0,0.045
2022-01-12T16:20:00+07:00,0,0,0.005,0,0,0,0.04,0.0275,0,0.01
2022-01-12T16:40:00+07:00,0,0,0,0,0,0,0,0,0,0.035
2022-01-12T17:00:00+07:00,0,0,0,0,0,0,0.0025,0.0025,0.0075,0.05
2022-01-12T17:20:00+07:00,0.008333333,0,0.005,0,0,0,0.005,0.0725,0.0075,0.08
2022-01-12T17:40:00+07:00,0,0,0,0,0,0,0,0.015,0,0
2022-01-12T18:00:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-12T18:20:00+07:00,0,0,0.02,0,0,0,0.0775,0,0,0
2022-01-12T18:40:00+07:00,0,0,0.01,0,0.005,0,0.01,0.0075,0,0
2022-01-12T19:00:00+07:00,0,0,0,0,0,0,0.0175,0,0.005,0.085
2022-01-12T19:20:00+07:00,0,0,0,0,0,0,0,0,0,0.055
2022-01-12T19:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.025
2022-01-12T20:00:00+07:00,0,0,0.005,0,0,0,0,0,0,0.005
2022-01-12T20:20:00+07:00,0,0,0,0,0,0,0,0.0075,0,0
2022-01-12T20:40:00+07:00,0,0,0,0,0,0,0.0475,0.0125,0,0.015
2022-01-12T21:00:00+07:00,0,0,0,0,0,0,0.0175,0,0,0
2022-01-12T21:20:00+07:00,0,0,0,0,0,0,0.0125,0.005,0.0775,0
2022-01-12T21:40:00+07:00,0,0.09,0,0,0,0,0,0,0,0.03
2022-01-12T22:00:00+07:00,0,0,0,0.01,0,0,0,0,0,0.03
2022-01-12T22:20:00+07:00,0,0,0,0,0,0,0.01,0.005,0.0175,0.025
2022-01-12T22:40:00+07:00,0,0,0,0,0,0.02,0,0,0.03,0
2022-01-12T23:00:00+07:00,0,0,0.005,0,0,0,0,0,0,0.045
2022-01-12T23:20:00+07:00,0,0.035,0,0,0,0,0,0,0,0
2022-01-12T23:40:00+07:00,0,0,0.02,0,0,0,0.005,0.0075,0,0.05
2022-01-13T00:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-13T00:20:00+07:00,0,0,0.035,0,0,0,0.0025,0.0025,0.025,0.005
2022-01-13T00:40:00+07:00,0,0,0.005,0,0.04,0,0,0,0,0.01
2022-01-13T01:00:00+07:00,0,0,0,0,0.04,0,0.0025,0.0075,0.0125,0.11
2022-01-13T01:20:00+07:00,0,0,0.04,0,0,0.015,0.005,0.0025,0,0.03
2022-01-13T01:40:00+07:00,0,0,0,0,0,0,0.0225,0.0375,0.0175,0.035
2022-01-13T02:00:00+07:00,0,0,0,0,0,0,0,0,0,0.015
2022-01-13T02:20:00+07:00,0,0,0,0,0.015,0,0.005,0,0.005,0.035
2022-01-13T02:40:00+07:00,0,0,0.025,0,0.025,0,0.0725,0,0.0125,0.15
2022-01-13T03:00:00+07:00,0,0,0,0,0,0,0.0125,0,0,0
2022-01-13T03:20:00+07:00,0.003333333,0,0,0,0.01,0,0,0.0125,0,0.105
2022-01-13T03:40:00+07:00,0,0,0,0,0,0,0,0.0375,0,0.04
2022-01-13T04:00:00+07:00,0,0,0.025,0,0.02,0,0.025,0,0,0
2022-01-13T04:20:00+07:00,0,0,0,0,0,0,0,0.0025,0.0025,0.005
2022-01-13T04:40:00+07:00,0,0,0,0,0,0,0,0.03,0,0
2022-01-13T05:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-13T05:20:00+07:00,0,0,0,0,0,0,0,0,0,0.03
2022-01-13T05:40:00+07:00,0,0,0,0,0.02,0,0.0075,0.0075,0.045,0.025
2022-01-13T06:00:00+07:00,0.001666667,0,0,0,0.04,0,0.0025,0,0,0
2022-01-13T06:20:00+07:00,0.011666667,0,0,0,0,0,0.01,0.0425,0,0.025
2022-01-13T06:40:00+07:00,0,0,0,0.01,0,0,0,0,0.0475,0.02
2022-01-13T07:00:00+07:00,0,0,0,0,0,0,0,0.0025,0.0325,0
2022-01-13T07:20:00+07:00,0,0,0,0,0,0,0,0,0.005,0.06
2022-01-13T07:40:00+07:00,0,0,0.005,0,0,0,0.005,0.0025,0,0.015
2022-01-13T08:00:00+07:00,0,0,0,0,0.035,0,0.0075,0.0025,0,0.01
2022-01-13T08:20:00+07:00,0,0,0,0,0,0,0,0,0,0.045
2022-01-13T08:40:00+07:00,0,0,0,0,0,0,0.0175,0.0025,0,0.01
2022-01-13T09:00:00+07:00,0,0,0.01,0,0,0,0.0025,0,0.0025,0
2022-01-13T09:20:00+07:00,0,0,0.055,0,0,0,0,0,0,0.025
2022-01-13T09:40:00+07:00,0,0,0.025,0,0,0,0.0025,0.0075,0.01,0
2022-01-13T10:00:00+07:00,0,0,0,0,0,0,0.0075,0.025,0.015,0
2022-01-13T10:20:00+07:00,0,0,0.005,0,0.05,0,0,0.0025,0,0.02
2022-01-13T10:40:00+07:00,0,0,0.015,0,0.035,0,0.005,0,0,0.075
2022-01-13T11:00:00+07:00,0,0,0,0.035,0.005,0,0.0475,0,0,0
2022-01-13T11:20:00+07:00,0,0,0,0,0,0,0.0175,0,0,0.035
2022-01-13T11:40:00+07:00,0,0.005,0,0,0,0,0.005,0,0.0075,0.005
2022-01-13T12:00:00+07:00,0,0,0.01,0,0,0.01,0,0,0,0
2022-01-13T12:20:00+07:00,0,0,0.02,0,0,0,0.0075,0.0025,0,0
2022-01-13T12:40:00+07:00,0,0,0,0,0,0,0.0025,0.0025,0.0275,0.055
2022-01-13T13:00:00+07:00,0,0,0.005,0.005,0.005,0,0,0.0125,0,0
2022-01-13T13:20:00+07:00,0,0,0,0,0.035,0,0.005,0,0,0
2022-01-13T13:40:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-13T14:00:00+07:00,0,0,0,0,0,0,0.015,0,0.0575,0
2022-01-13T14:20:00+07:00,0,0,0.04,0,0,0,0,0,0,0.005
2022-01-13T14:40:00+07:00,0,0,0.01,0,0,0,0.005,0,0.0175,0.04
2022-01-13T15:00:00+07:00,0,0,0.01,0,0,0,0,0,0.03,0
2022-01-13T15:20:00+07:00,0,0,0,0,0,0,0.005,0,0.03,0.01
2022-01-13T15:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-13T16:00:00+07:00,0,0,0,0.03,0.015,0.015,0.02,0,0.0125,0.035
2022-01-13T16:20:00+07:00,0,0,0,0,0.02,0,0.01,0.0025,0,0
2022-01-13T16:40:00+07:00,0,0,0,0,0.01,0,0,0,0.0025,0.03
2022-01-13T17:00:00+07:00,0,0,0.005,0,0,0,0.04,0.015,0,0
2022-01-13T17:20:00+07:00,0,0,0,0,0,0,0,0.005,0,0.015
2022-01-13T17:40:00+07:00,0,0,0.01,0,0,0,0,0,0,0.035
2022-01-13T18:00:00+07:00,0,0,0.085,0,0,0.05,0.0025,0.005,0.0525,0.01
2022-01-13T18:20:00+07:00,0.006666667,0,0,0,0,0,0.01,0.0275,0.01,0.06
2022-01-13T18:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-13T19:00:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.035
2022-01-13T19:20:00+07:00,0,0.015,0.03,0,0,0,0.0625,0,0.0075,0.005
2022-01-13T19:40:00+07:00,0,0,0,0,0,0,0.0125,0,0.005,0.045
2022-01-13T20:00:00+07:00,0,0,0,0,0.005,0,0,0,0,0.005
2022-01-13T20:20:00+07:00,0,0.005,0,0,0,0,0,0,0,0
2022-01-13T20:40:00+07:00,0,0,0,0,0,0,0.0425,0,0.01,0
2022-01-13T21:00:00+07:00,0,0,0,0,0,0,0.005,0,0.005,0.005
2022-01-13T21:20:00+07:00,0,0.02,0,0,0,0,0.0075,0,0.0025,0
2022-01-13T21:40:00+07:00,0,0,0,0,0,0,0.0025,0.0075,0,0
2022-01-13T22:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-13T22:20:00+07:00,0,0.005,0,0.005,0,0,0,0,0.0425,0
2022-01-13T22:40:00+07:00,0,0,0,0,0,0,0,0,0.0175,0.005
2022-01-13T23:00:00+07:00,0,0,0.01,0,0.015,0,0.0075,0.005,0.01,0.005
2022-01-13T23:20:00+07:00,0,0,0.005,0,0,0,0,0,0.0725,0.015
2022-01-13T23:40:00+07:00,0,0,0,0,0.16,0.005,0,0,0.02,0.06
2022-01-14T00:00:00+07:00,0,0.01,0,0,0,0,0,0,0,0
2022-01-14T00:20:00+07:00,0,0,0.01,0,0,0,0.02,0,0.0175,0.005
2022-01-14T00:40:00+07:00,0.006666667,0,0,0,0,0.02,0.0175,0,0.0125,0
2022-01-14T01:00:00+07:00,0.006666667,0,0,0,0.005,0,0,0,0,0
2022-01-14T01:20:00+07:00,0,0.025,0,0,0.005,0,0,0.0125,0.015,0
2022-01-14T01:40:00+07:00,0,0,0.015,0,0,0,0,0.0025,0,0
2022-01-14T02:00:00+07:00,0,0,0,0,0,0,0.0175,0,0,0.005
2022-01-14T02:20:00+07:00,0,0,0.03,0.025,0.005,0,0.0175,0.0075,0,0.06
2022-01-14T02:40:00+07:00,0,0,0,0,0,0.01,0.0225,0.0725,0,0.015
2022-01-14T03:00:00+07:00,0,0,0.02,0,0,0,0.0125,0.005,0,0.08
2022-01-14T03:20:00+07:00,0,0.015,0,0,0.01,0,0,0,0,0.01
2022-01-14T03:40:00+07:00,0,0.01,0,0,0,0,0.0475,0,0,0
2022-01-14T04:00:00+07:00,0,0,0,0,0.01,0,0.0175,0,0,0.005
2022-01-14T04:20:00+07:00,0,0,0,0,0,0,0,0.04,0.0025,0.035
2022-01-14T04:40:00+07:00,0,0,0,0,0,0,0.005,0,0,0
2022-01-14T05:00:00+07:00,0,0,0,0,0,0,0.005,0.005,0,0.02
