Time,bcglpid01,bcglpiw01,bcocpl01,bcocpl02,bcocpl41,bcocpl42,bcpxkv01,bcpxkv02,bcpxkv03,bcrepo01
2022-01-05T07:20:00+07:00,0,0,0,0,0.015,0,0.0175,0,0.0175,0.035
2022-01-05T07:40:00+07:00,0,0,0.035,0,0,0,0.005,0,0,0.015
2022-01-05T08:00:00+07:00,0,0,0,0,0,0,0.015,0,0,0.035
2022-01-05T08:20:00+07:00,0,0,0,0,0,0,0,0.005,0.09,0
2022-01-05T08:40:00+07:00,0,0,0,0.005,0,0,0.025,0.015,0,0.005
2022-01-05T09:00:00+07:00,0,0,0,0,0,0,0.01,0.0175,0,0
2022-01-05T09:20:00+07:00,0,0,0,0,0,0,0.005,0.0025,0,0
2022-01-05T09:40:00+07:00,0,0,0,0,0,0,0.0625,0.005,0,0
2022-01-05T10:00:00+07:00,0,0,0.005,0,0.02,0,0,0,0,0.01
2022-01-05T10:20:00+07:00,0,0,0,0,0,0,0,0.02,0.0075,0.01
2022-01-05T10:40:00+07:00,0,0,0.04,0,0.02,0,0,0.0225,0,0.115
2022-01-05T11:00:00+07:00,0,0,0,0,0,0,0.015,0,0.025,0.015
2022-01-05T11:20:00+07:00,0,0,0,0,0,0,0.0225,0.0225,0.015,0
2022-01-05T11:40:00+07:00,0.026666667,0,0.035,0,0,0,0.0175,0.0525,0,0
2022-01-05T12:00:00+07:00,0,0,0,0,0,0,0,0.0175,0,0
2022-01-05T12:20:00+07:00,0,0,0,0,0,0,0.005,0,0,0.01
2022-01-05T12:40:00+07:00,0,0,0,0,0.01,0,0.025,0.04,0.015,0.005
2022-01-05T13:00:00+07:00,0,0,0,0,0,0,0.035,0,0.0175,0.01
2022-01-05T13:20:00+07:00,0,0,0,0,0,0,0.005,0,0.005,0.02
2022-01-05T13:40:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-05T14:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-05T14:20:00+07:00,0,0,0,0,0,0,0,0,0.005,0.01
2022-01-05T14:40:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-05T15:00:00+07:00,0,0.005,0,0,0,0,0,0,0,0.09
2022-01-05T15:20:00+07:00,0,0,0,0,0.02,0,0,0.0075,0.0025,0.005
2022-01-05T15:40:00+07:00,0,0,0.005,0,0,0,0.0125,0.0075,0.01,0
2022-01-05T16:00:00+07:00,0.015,0,0,0,0,0,0.0325,0.0025,0.0025,0.015
2022-01-05T16:20:00+07:00,0,0,0.035,0,0,0,0,0,0,0.01
2022-01-05T16:40:00+07:00,0,0,0,0.015,0,0,0.0375,0,0,0.01
2022-01-05T17:00:00+07:00,0,0,0.02,0,0,0,0.005,0,0,0.02
2022-01-05T17:20:00+07:00,0,0,0,0,0.005,0,0.0125,0,0,0.005
2022-01-05T17:40:00+07:00,0.011666667,0,0,0,0,0,0.02,0,0.015,0.03
2022-01-05T18:00:00+07:00,0,0,0,0,0.015,0,0.0325,0,0.0175,0.05
2022-01-05T18:20:00+07:00,0,0,0,0,0,0,0.005,0,0,0
2022-01-05T18:40:00+07:00,0.001666667,0,0,0,0.02,0,0.0025,0.01,0,0
2022-01-05T19:00:00+07:00,0,0,0.025,0,0,0,0,0.0125,0,0.005
2022-01-05T19:20:00+07:00,0,0,0,0,0.085,0,0,0.0225,0.015,0
2022-01-05T19:40:00+07:00,0,0,0,0,0,0,0.02,0.0075,0,0.045
2022-01-05T20:00:00+07:00,0,0,0,0,0,0,0.04,0.04,0.0025,0.005
2022-01-05T20:20:00+07:00,0,0,0.005,0,0,0.035,0,0,0.015,0
2022-01-05T20:40:00+07:00,0,0,0,0,0,0,0.005,0,0,0
2022-01-05T21:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-05T21:20:00+07:00,0,0,0.035,0,0,0,0.03,0,0.01,0.03
2022-01-05T21:40:00+07:00,0,0,0.015,0,0,0,0.01,0,0,0.025
2022-01-05T22:00:00+07:00,0,0,0,0,0,0,0.01,0,0.01,0.02
2022-01-05T22:20:00+07:00,0,0,0,0,0,0,0,0,0,0.01
2022-01-05T22:40:00+07:00,0,0,0,0,0,0,0,0,0.01,0.025
2022-01-05T23:00:00+07:00,0,0.02,0,0,0.04,0,0,0.01,0,0
2022-01-05T23:20:00+07:00,0,0,0.005,0,0,0,0,0.005,0,0
2022-01-05T23:40:00+07:00,0,0,0.025,0,0.035,0,0,0,0.005,0.035
2022-01-06T00:00:00+07:00,0,0,0,0,0,0,0,0,0.0025,0.02
2022-01-06T00:20:00+07:00,0,0,0,0,0,0,0.005,0,0.01,0
2022-01-06T00:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.025
2022-01-06T01:00:00+07:00,0,0,0,0,0,0,0.0375,0,0,0.055
2022-01-06T01:20:00+07:00,0,0,0.03,0,0,0,0,0.005,0,0
2022-01-06T01:40:00+07:00,0,0,0,0,0,0,0.0075,0,0,0
2022-01-06T02:00:00+07:00,0.001666667,0,0,0,0,0,0.0225,0.015,0,0
2022-01-06T02:20:00+07:00,0,0.01,0,0,0,0,0.0725,0.0025,0.005,0.035
2022-01-06T02:40:00+07:00,0,0,0.01,0.03,0,0,0.015,0.0425,0,0.005
2022-01-06T03:00:00+07:00,0,0,0,0,0,0.03,0,0.0225,0.0075,0.005
2022-01-06T03:20:00+07:00,0,0,0.015,0,0.005,0,0,0,0.02,0
2022-01-06T03:40:00+07:00,0,0,0,0.005,0,0,0,0,0.0075,0.02
2022-01-06T04:00:00+07:00,0.001666667,0,0,0,0,0,0.0075,0.0375,0.0125,0.01
2022-01-06T04:20:00+07:00,0,0,0,0,0,0,0.02,0.045,0,0.025
2022-01-06T04:40:00+07:00,0,0,0,0,0,0,0,0.005,0,0
2022-01-06T05:00:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.02
2022-01-06T05:20:00+07:00,0,0,0.04,0,0,0,0,0.005,0,0.005
2022-01-06T05:40:00+07:00,0,0,0,0,0,0,0.0525,0.01,0,0
2022-01-06T06:00:00+07:00,0,0,0,0,0.03,0,0.015,0.0025,0.08,0.05
2022-01-06T06:20:00+07:00,0,0,0,0,0,0.005,0,0,0,0
2022-01-06T06:40:00+07:00,0,0,0,0,0,0,0.0175,0.005,0.005,0
2022-01-06T07:00:00+07:00,0,0,0,0,0,0,0,0,0.01,0.075
2022-01-06T07:20:00+07:00,0,0,0,0,0.005,0,0.0025,0.005,0,0
2022-01-06T07:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0
2022-01-06T08:00:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-06T08:20:00+07:00,0,0,0.005,0,0,0,0,0,0.005,0
2022-01-06T08:40:00+07:00,0,0,0,0,0,0,0.0125,0,0,0.035
2022-01-06T09:00:00+07:00,0,0,0.02,0,0,0,0.005,0,0,0.075
2022-01-06T09:20:00+07:00,0,0,0,0,0.005,0,0.0075,0.03,0.0175,0
2022-01-06T09:40:00+07:00,0.005,0,0,0,0,0,0,0,0.0175,0
2022-01-06T10:00:00+07:00,0,0,0,0,0,0,0.0625,0.0025,0,0.005
2022-01-06T10:20:00+07:00,0,0,0,0.105,0,0,0.025,0.0025,0.005,0.045
2022-01-06T10:40:00+07:00,0,0,0,0,0,0,0.04,0,0,0.06
2022-01-06T11:00:00+07:00,0,0,0,0,0,0,0,0,0,0.16
2022-01-06T11:20:00+07:00,0,0.005,0,0,0,0,0,0.02,0,0.03
2022-01-06T11:40:00+07:00,0,0,0,0,0,0,0,0,0,0.03
2022-01-06T12:00:00+07:00,0,0,0,0,0,0,0.01,0,0.0125,0.02
2022-01-06T12:20:00+07:00,0.003333333,0,0.025,0,0,0.025,0.0175,0.0125,0,0.025
2022-01-06T12:40:00+07:00,0.003333333,0,0.005,0,0,0,0.035,0.0675,0.01,0
2022-01-06T13:00:00+07:00,0,0.03,0,0,0,0,0,0,0.0025,0.01
2022-01-06T13:20:00+07:00,0,0,0.005,0,0,0,0,0,0,0
2022-01-06T13:40:00+07:00,0,0,0,0,0.06,0,0.035,0,0.0175,0.015
2022-01-06T14:00:00+07:00,0,0,0,0,0,0,0.015,0.02,0.005,0.03
2022-01-06T14:20:00+07:00,0,0,0,0,0,0,0.005,0.0025,0,0
2022-01-06T14:40:00+07:00,0,0,0,0,0.01,0,0.0025,0,0,0.06
2022-01-06T15:00:00+07:00,0,0,0,0,0.015,0,0,0,0,0.025
2022-01-06T15:20:00+07:00,0,0,0.01,0,0.01,0,0,0,0.045,0.01
2022-01-06T15:40:00+07:00,0,0,0,0,0,0,0.005,0.0025,0.0125,0.015
2022-01-06T16:00:00+07:00,0,0,0.005,0,0,0,0,0,0,0
2022-01-06T16:20:00+07:00,0,0,0.015,0,0,0,0,0,0.0175,0
2022-01-06T16:40:00+07:00,0,0,0.005,0,0,0,0.055,0,0.005,0.045
2022-01-06T17:00:00+07:00,0,0,0,0,0,0.01,0,0.0075,0,0.025
2022-01-06T17:20:00+07:00,0,0,0,0.005,0.01,0,0,0,0.04,0.065
2022-01-06T17:40:00+07:00,0,0,0.005,0,0,0,0.0075,0.0025,0.0325,0
2022-01-06T18:00:00+07:00,0,0,0,0,0.015,0,0.0025,0,0.01,0.04
2022-01-06T18:20:00+07:00,0,0,0,0,0,0,0,0.0025,0.005,0.035
2022-01-06T18:40:00+07:00,0.001666667,0,0,0,0,0.12,0,0,0.02,0.005
2022-01-06T19:00:00+07:00,0.003333333,0,0.04,0,0,0,0.02,0,0.02,0.03
2022-01-06T19:20:00+07:00,0,0,0,0.02,0.015,0.005,0,0.0325,0,0
2022-01-06T19:40:00+07:00,0,0,0,0,0,0,0,0.0275,0,0
2022-01-06T20:00:00+07:00,0,0,0.02,0,0,0,0,0,0,0.01
2022-01-06T20:20:00+07:00,0,0,0,0,0,0,0,0,0.0075,0
2022-01-06T20:40:00+07:00,0,0,0,0,0.02,0,0.01,0.0125,0,0.085
2022-01-06T21:00:00+07:00,0,0,0,0,0,0,0.04,0.045,0.025,0.04
2022-01-06T21:20:00+07:00,0,0,0,0,0,0,0.01,0,0,0
2022-01-06T21:40:00+07:00,0,0,0.01,0,0,0,0,0,0,0
2022-01-06T22:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-06T22:20:00+07:00,0.003333333,0,0,0,0,0,0.045,0.015,0,0.01
2022-01-06T22:40:00+07:00,0,0,0.02,0,0,0,0.0075,0.01,0,0.04
2022-01-06T23:00:00+07:00,0.003333333,0,0.03,0,0,0,0,0,0,0.01
2022-01-06T23:20:00+07:00,0,0,0,0,0,0,0.0025,0,0.0175,0.01
2022-01-06T23:40:00+07:00,0,0,0,0,0,0,0,0,0.0175,0.02
2022-01-07T00:00:00+07:00,0,0,0.08,0,0,0,0,0,0,0.02
2022-01-07T00:20:00+07:00,0,0,0,0,0,0,0.005,0,0.0025,0.015
2022-01-07T00:40:00+07:00,0,0,0,0,0,0,0.0225,0,0.005,0.01
2022-01-07T01:00:00+07:00,0,0,0.01,0,0.03,0,0,0,0.0025,0.06
2022-01-07T01:20:00+07:00,0,0,0.01,0,0.005,0,0.005,0,0.02,0.005
2022-01-07T01:40:00+07:00,0,0,0,0.005,0,0,0,0,0.0075,0
2022-01-07T02:00:00+07:00,0,0,0.005,0,0,0,0.005,0.0125,0,0.01
2022-01-07T02:20:00+07:00,0.001666667,0,0,0.035,0,0,0.0125,0,0.0325,0
2022-01-07T02:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.04
2022-01-07T03:00:00+07:00,0,0,0,0.025,0,0,0,0.005,0,0
2022-01-07T03:20:00+07:00,0.006666667,0,0,0,0,0,0.0175,0.005,0.0025,0.09
2022-01-07T03:40:00+07:00,0,0,0,0,0,0,0.03,0.01,0,0.03
2022-01-07T04:00:00+07:00,0,0,0,0,0,0,0.0075,0.0375,0,0
2022-01-07T04:20:00+07:00,0,0,0,0,0,0,0,0,0.0075,0.13
2022-01-07T04:40:00+07:00,0,0,0,0,0.005,0,0.0025,0,0,0.025
2022-01-07T05:00:00+07:00,0,0,0,0,0,0,0.015,0.0125,0.0025,0
2022-01-07T05:20:00+07:00,0.043333333,0,0,0,0,0,0.04,0.015,0,0
2022-01-07T05:40:00+07:00,0,0,0,0,0,0,0,0.0175,0,0
2022-01-07T06:00:00+07:00,0,0,0.015,0,0,0,0.005,0.0325,0.0175,0.005
2022-01-07T06:20:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.005
2022-01-07T06:40:00+07:00,0.003333333,0,0,0.005,0.02,0,0.0225,0,0,0.03
2022-01-07T07:00:00+07:00,0,0,0.005,0.035,0.035,0,0,0.005,0,0.03
2022-01-07T07:20:00+07:00,0,0,0,0,0,0,0.03,0,0,0.005
2022-01-07T07:40:00+07:00,0,0,0,0,0,0,0,0.0175,0.0475,0.025
2022-01-07T08:00:00+07:00,0,0,0,0,0,0,0.0125,0.0025,0.0175,0
2022-01-07T08:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-07T08:40:00+07:00,0,0,0,0,0,0,0,0,0.005,0.02
2022-01-07T09:00:00+07:00,0,0,0,0.025,0,0,0.02,0,0.005,0.005
2022-01-07T09:20:00+07:00,0,0,0,0,0,0,0,0.0025,0.005,0.01
2022-01-07T09:40:00+07:00,0,0,0.015,0,0.025,0.01,0,0.0075,0.0025,0.005
2022-01-07T10:00:00+07:00,0,0,0,0,0.015,0,0,0,0.0125,0.01
2022-01-07T10:20:00+07:00,0,0,0,0,0,0.005,0,0.0025,0.0025,0.02
2022-01-07T10:40:00+07:00,0,0,0,0,0,0,0.0475,0.0075,0,0.02
2022-01-07T11:00:00+07:00,0,0.015,0,0,0.025,0,0,0,0,0.06
2022-01-07T11:20:00+07:00,0,0,0.01,0,0,0.01,0,0,0,0.01
2022-01-07T11:40:00+07:00,0,0,0,0,0,0,0.01,0.005,0.005,0.01
2022-01-07T12:00:00+07:00,0,0,0,0,0,0,0.0125,0.0025,0,0.08
2022-01-07T12:20:00+07:00,0.001666667,0,0,0,0,0,0.015,0.06,0,0
2022-01-07T12:40:00+07:00,0,0,0.02,0,0,0,0.005,0,0,0.075
2022-01-07T13:00:00+07:00,0,0,0,0,0,0,0,0.0025,0,0
2022-01-07T13:20:00+07:00,0,0,0,0,0,0,0.0075,0.025,0,0.04
2022-01-07T13:40:00+07:00,0,0,0,0,0,0,0.0325,0.015,0,0.035
2022-01-07T14:00:00+07:00,0,0,0.005,0,0,0,0.01,0,0.0075,0.035
2022-01-07T14:20:00+07:00,0,0,0,0,0,0,0,0.0375,0,0.005
2022-01-07T14:40:00+07:00,0,0,0,0,0,0.025,0,0.025,0,0.005
2022-01-07T15:00:00+07:00,0,0,0,0,0,0,0.0275,0.0025,0.0025,0.03
2022-01-07T15:20:00+07:00,0,0,0,0,0,0,0,0,0,0.04
2022-01-07T15:40:00+07:00,0,0,0,0.01,0.055,0,0.0125,0,0,0.005
2022-01-07T16:00:00+07:00,0,0,0,0,0,0,0.005,0,0,0
2022-01-07T16:20:00+07:00,0,0,0,0,0,0,0,0,0.025,0.04
2022-01-07T16:40:00+07:00,0,0.015,0,0,0,0,0.0125,0,0,0.02
2022-01-07T17:00:00+07:00,0,0,0,0,0.04,0,0,0.01,0,0.03
2022-01-07T17:20:00+07:00,0.001666667,0,0,0,0.015,0,0.015,0,0.0075,0
2022-01-07T17:40:00+07:00,0,0,0.025,0,0,0,0.0075,0.0375,0.005,0.035
2022-01-07T18:00:00+07:00,0,0,0.03,0,0,0,0,0,0,0
2022-01-07T18:20:00+07:00,0,0,0,0,0,0,0.0475,0,0,0
2022-01-07T18:40:00+07:00,0,0,0,0,0,0.005,0,0,0,0
2022-01-07T19:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-07T19:20:00+07:00,0,0,0,0,0,0,0,0.04,0.005,0.025
2022-01-07T19:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.04
2022-01-07T20:00:00+07:00,0,0,0.045,0,0,0,0,0,0,0.035
2022-01-07T20:20:00+07:00,0,0,0.03,0,0.02,0,0.015,0.0175,0,0.005
2022-01-07T20:40:00+07:00,0,0,0.02,0,0,0,0.0025,0.03,0,0
2022-01-07T21:00:00+07:00,0,0,0.065,0,0,0,0,0.0025,0,0.02
2022-01-07T21:20:00+07:00,0,0,0,0,0,0,0.0125,0,0,0
2022-01-07T21:40:00+07:00,0,0,0,0,0,0,0.02,0.0225,0.005,0
2022-01-07T22:00:00+07:00,0,0,0,0,0,0,0.03,0.02,0.0025,0
2022-01-07T22:20:00+07:00,0,0,0,0,0,0,0.0525,0,0.005,0.005
2022-01-07T22:40:00+07:00,0,0,0,0,0,0,0,0.0275,0.005,0.035
2022-01-07T23:00:00+07:00,0,0,0,0,0,0,0,0,0,0.05
2022-01-07T23:20:00+07:00,0,0,0,0,0.005,0,0.03,0,0.0025,0.005
2022-01-07T23:40:00+07:00,0,0,0,0,0,0,0,0,0.0525,0.075
2022-01-08T00:00:00+07:00,0,0,0,0,0,0,0,0,0.0175,0.005
2022-01-08T00:20:00+07:00,0,0,0,0,0,0,0.0025,0.02,0.0025,0.12
2022-01-08T00:40:00+07:00,0,0,0,0,0,0,0.005,0,0.015,0.02
2022-01-08T01:00:00+07:00,0,0,0,0,0,0,0.0075,0,0,0.02
2022-01-08T01:20:00+07:00,0,0.035,0,0,0,0,0,0,0.0025,0.015
2022-01-08T01:40:00+07:00,0,0,0,0,0,0,0,0,0.02,0.015
2022-01-08T02:00:00+07:00,0,0,0.02,0,0,0,0,0,0.035,0.02
2022-01-08T02:20:00+07:00,0,0,0.035,0.04,0,0,0.0025,0,0.005,0
2022-01-08T02:40:00+07:00,0,0,0,0,0.025,0,0.02,0,0,0.03
2022-01-08T03:00:00+07:00,0,0,0,0,0.005,0,0.015,0,0.0175,0
2022-01-08T03:20:00+07:00,0,0,0.01,0,0,0,0,0,0.025,0
2022-01-08T03:40:00+07:00,0,0,0.005,0,0,0,0,0.015,0,0.53
2022-01-08T04:00:00+07:00,0,0,0,0,0,0,0.0025,0,0.0075,0
2022-01-08T04:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-08T04:40:00+07:00,0,0,0.005,0,0,0,0,0,0.0025,0.04
2022-01-08T05:00:00+07:00,0,0,0.02,0,0,0,0.0075,0.025,0,0
2022-01-08T05:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-08T05:40:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-08T06:00:00+07:00,0,0.035,0.02,0,0,0,0.0075,0.02,0,0
2022-01-08T06:20:00+07:00,0,0,0,0,0,0,0.025,0.0175,0.0025,0.005
2022-01-08T06:40:00+07:00,0,0,0.01,0,0,0,0,0.0025,0.005,0.005
2022-01-08T07:00:00+07:00,0,0,0.02,0,0.02,0,0.0175,0.0025,0.0025,0.005
2022-01-08T07:20:00+07:00,0,0,0,0,0,0,0,0,0.0025,0.04
2022-01-08T07:40:00+07:00,0,0,0.035,0,0,0,0,0.02,0,0.045
2022-01-08T08:00:00+07:00,0,0,0.01,0,0,0,0,0.0175,0.0125,0.12
2022-01-08T08:20:00+07:00,0,0,0,0,0,0,0.025,0,0,0.015
2022-01-08T08:40:00+07:00,0,0,0,0,0,0,0.03,0.005,0,0.01
2022-01-08T09:00:00+07:00,0,0,0,0,0,0,0,0.0025,0.0325,0.045
2022-01-08T09:20:00+07:00,0,0.005,0.01,0,0,0,0.01,0.04,0,0
2022-01-08T09:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-08T10:00:00+07:00,0,0.01,0,0,0,0,0,0,0.02,0.04
2022-01-08T10:20:00+07:00,0,0,0,0,0,0,0,0.01,0.005,0
2022-01-08T10:40:00+07:00,0,0,0,0,0.005,0,0.005,0,0,0.01
2022-01-08T11:00:00+07:00,0,0.005,0.005,0.005,0.05,0,0.01,0,0.005,0.045
2022-01-08T11:20:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.02
2022-01-08T11:40:00+07:00,0,0,0,0,0,0,0,0.0025,0.0025,0
2022-01-08T12:00:00+07:00,0,0,0.005,0,0,0,0,0,0,0.005
2022-01-08T12:20:00+07:00,0,0,0,0,0,0.12,0.0075,0.0075,0,0.005
2022-01-08T12:40:00+07:00,0,0,0,0,0,0,0,0.0075,0.0175,0
2022-01-08T13:00:00+07:00,0,0,0,0,0.04,0.035,0.005,0,0.015,0.035
2022-01-08T13:20:00+07:00,0,0,0,0,0,0,0,0.025,0.0075,0
2022-01-08T13:40:00+07:00,0,0,0.065,0,0,0,0,0,0,0.01
2022-01-08T14:00:00+07:00,0,0.01,0,0,0,0,0,0,0,0
2022-01-08T14:20:00+07:00,0,0,0,0.005,0,0.025,0.015,0.02,0,0.005
2022-01-08T14:40:00+07:00,0,0,0,0,0,0,0.0375,0.035,0.0175,0.05
2022-01-08T15:00:00+07:00,0,0,0,0,0,0,0.0025,0.0025,0,0
2022-01-08T15:20:00+07:00,0,0,0,0,0,0,0.005,0,0.0025,0
2022-01-08T15:40:00+07:00,0.001666667,0,0,0,0,0,0,0,0,0.025
2022-01-08T16:00:00+07:00,0,0.005,0,0,0,0,0.01,0,0,0
2022-01-08T16:20:00+07:00,0,0,0,0,0,0,0,0.0075,0,0.055
2022-01-08T16:40:00+07:00,0,0,0,0,0,0,0,0,0,0.06
2022-01-08T17:00:00+07:00,0,0.015,0.015,0,0,0,0,0.005,0.0025,0.01
2022-01-08T17:20:00+07:00,0,0,0,0,0,0,0,0,0.025,0
2022-01-08T17:40:00+07:00,0,0,0,0,0.005,0,0.0075,0,0,0.035
2022-01-08T18:00:00+07:00,0,0,0,0,0,0,0,0.005,0.01,0.04
2022-01-08T18:20:00+07:00,0,0,0,0,0.005,0,0,0,0.0275,0
2022-01-08T18:40:00+07:00,0,0,0,0,0.04,0,0,0,0.01,0.04
2022-01-08T19:00:00+07:00,0,0,0,0,0.005,0,0.005,0,0,0.02
2022-01-08T19:20:00+07:00,0,0.005,0,0,0,0,0.04,0.0275,0.01,0.04
2022-01-08T19:40:00+07:00,0,0,0,0,0,0.005,0.0125,0.015,0.02,0
2022-01-08T20:00:00+07:00,0,0,0,0,0,0,0.0025,0,0,0
2022-01-08T20:20:00+07:00,0,0,0,0,0,0,0.0125,0,0,0.005
2022-01-08T20:40:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.035
2022-01-08T21:00:00+07:00,0,0,0.01,0,0,0.01,0.0425,0,0,0.005
2022-01-08T21:20:00+07:00,0,0,0.005,0,0.035,0,0,0.0125,0,0.005
2022-01-08T21:40:00+07:00,0,0,0,0,0,0,0,0.0375,0,0.055
2022-01-08T22:00:00+07:00,0,0.06,0.07,0,0,0.01,0.0225,0,0,0.08
2022-01-08T22:20:00+07:00,0,0,0,0,0,0,0,0.0025,0,0.03
2022-01-08T22:40:00+07:00,0,0,0,0,0,0,0.02,0.025,0.0025,0
2022-01-08T23:00:00+07:00,0,0,0.015,0,0,0,0.02,0.015,0.015,0
2022-01-08T23:20:00+07:00,0,0,0.01,0,0.005,0,0.0025,0.045,0,0.025
2022-01-08T23:40:00+07:00,0,0,0,0,0,0,0,0.0075,0.0025,0.01
2022-01-09T00:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-09T00:20:00+07:00,0,0,0,0,0.01,0,0.0025,0,0,0.04
2022-01-09T00:40:00+07:00,0,0,0.015,0,0,0,0.025,0,0,0.01
2022-01-09T01:00:00+07:00,0,0,0,0,0,0,0.01,0.005,0,0.01
2022-01-09T01:20:00+07:00,0,0,0,0,0.015,0,0,0,0.015,0.015
2022-01-09T01:40:00+07:00,0,0,0,0,0.025,0,0.045,0,0.035,0.01
2022-01-09T02:00:00+07:00,0,0,0,0,0,0,0.005,0,0,0.01
2022-01-09T02:20:00+07:00,0,0,0,0,0.015,0,0.0175,0,0,0.06
2022-01-09T02:40:00+07:00,0,0,0,0,0,0,0.0175,0.055,0.0125,0.01
2022-01-09T03:00:00+07:00,0.01,0.005,0.015,0,0.035,0,0.0025,0,0.01,0.01
2022-01-09T03:20:00+07:00,0,0,0.02,0,0.015,0.02,0.015,0.0075,0,0
2022-01-09T03:40:00+07:00,0,0,0.015,0,0,0,0,0,0,0
2022-01-09T04:00:00+07:00,0,0,0,0,0,0,0,0,0,0.025
2022-01-09T04:20:00+07:00,0,0,0,0,0,0,0.045,0,0.025,0
2022-01-09T04:40:00+07:00,0,0,0,0,0,0,0.01,0,0,0.04
2022-01-09T05:00:00+07:00,0,0,0,0,0,0,0,0,0.0025,0.005
2022-01-09T05:20:00+07:00,0,0,0,0,0,0,0,0,0.0025,0.085
2022-01-09T05:40:00+07:00,0,0,0.005,0,0,0,0,0.005,0,0
2022-01-09T06:00:00+07:00,0.001666667,0,0,0,0,0,0.0075,0.0325,0.0075,0.02
2022-01-09T06:20:00+07:00,0,0,0.075,0,0,0,0,0,0,0.025
2022-01-09T06:40:00+07:00,0,0,0.01,0,0,0,0,0,0.0175,0.035
2022-01-09T07:00:00+07:00,0,0,0,0,0,0,0.0225,0.025,0.0025,0.015
2022-01-09T07:20:00+07:00,0,0,0,0,0,0,0.04,0,0,0.03
2022-01-09T07:40:00+07:00,0,0,0,0,0,0,0.0075,0,0.01,0.04
2022-01-09T08:00:00+07:00,0,0,0,0,0,0,0,0,0,0.01
2022-01-09T08:20:00+07:00,0,0,0,0,0,0,0,0,0.015,0.005
2022-01-09T08:40:00+07:00,0.001666667,0.035,0,0,0,0,0.005,0.005,0,0
2022-01-09T09:00:00+07:00,0,0,0,0,0,0,0.0025,0.005,0,0.035
2022-01-09T09:20:00+07:00,0.001666667,0,0.015,0,0.005,0,0.0325,0,0,0
2022-01-09T09:40:00+07:00,0,0,0,0,0,0,0,0,0,0.01
2022-01-09T10:00:00+07:00,0,0,0,0,0,0,0.005,0,0.0225,0
2022-01-09T10:20:00+07:00,0,0.03,0.005,0,0,0.01,0,0,0,0.025
2022-01-09T10:40:00+07:00,0,0,0,0,0,0,0.025,0.0175,0,0
2022-01-09T11:00:00+07:00,0,0,0,0,0.005,0,0,0.0125,0.035,0
2022-01-09T11:20:00+07:00,0,0,0,0,0,0,0.0375,0,0.0075,0.005
2022-01-09T11:40:00+07:00,0,0,0,0,0,0,0,0,0,0.075
2022-01-09T12:00:00+07:00,0,0.025,0,0,0,0,0,0,0,0.02
2022-01-09T12:20:00+07:00,0,0,0,0,0,0,0,0,0.0075,0
2022-01-09T12:40:00+07:00,0,0,0.03,0,0,0,0,0,0,0.005
2022-01-09T13:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-09T13:20:00+07:00,0,0,0,0,0,0,0,0.0075,0,0.005
2022-01-09T13:40:00+07:00,0,0,0,0,0,0,0.01,0.0025,0,0.055
2022-01-09T14:00:00+07:00,0,0,0.03,0,0.01,0,0,0.0075,0,0.005
2022-01-09T14:20:00+07:00,0,0,0,0,0.025,0,0.0075,0.04,0,0.03
2022-01-09T14:40:00+07:00,0,0,0,0,0,0,0,0.0125,0,0
2022-01-09T15:00:00+07:00,0,0,0.015,0.005,0,0,0,0,0.005,0.015
2022-01-09T15:20:00+07:00,0,0,0,0,0,0,0.015,0.0325,0.005,0.05
2022-01-09T15:40:00+07:00,0,0,0.005,0,0,0,0.0025,0,0,0.015
2022-01-09T16:00:00+07:00,0,0,0,0,0,0,0,0,0,0.005
2022-01-09T16:20:00+07:00,0,0,0,0,0,0.015,0,0,0,0.065
2022-01-09T16:40:00+07:00,0,0.02,0,0,0,0,0,0,0,0.04
2022-01-09T17:00:00+07:00,0.003333333,0,0,0,0,0,0.045,0.0225,0.01,0
2022-01-09T17:20:00+07:00,0,0,0,0,0,0.01,0,0,0,0.03
2022-01-09T17:40:00+07:00,0,0,0,0,0,0,0,0,0.0025,0.025
